Regione,Anno,totale incidenti,autovettura privata,autov. priv. con rimorchio, autovettura pubblica,autov. soccorso o polizia,autobus o filobus servizio urbano,autobus servizio extra-urbano,tram,autocarro,autotreno con rimorchio,autosnodato autoarticolato,veicoli speciali,trattore stradale o motrice,trattore agricolo,velocipede,ciclomotore,motociclo a solo,motociclo con passeggero,motocarro o motofurgone,veicolo trazione animale o braccia,veicolo ignoto datosi alla fuga,quadriciclo leggero,altri veicoli,totale veicoli coinvolti,
Prov.Autonoma di Trento,2018,1393,1707,1,4,3,5,13,0,133,5,16,12,18,11,170,68,310,26,3,0,1,7,0,2513,
Trentino Alto Adige,2018,3099,3443,2,6,5,27,27,0,367,11,29,29,48,29,575,156,694,65,5,0,9,12,0,5539,
Veneto,2018,14106,17351,13,25,35,55,101,8,1534,43,183,86,222,49,2451,886,2380,304,11,0,109,30,0,25876,
Friuli Venezia Giulia,2018,3351,4082,1,14,16,36,17,0,287,4,20,26,61,7,397,105,763,60,4,0,12,5,0,5917,
Liguria,2018,8286,7015,7,45,43,397,94,1,809,7,63,65,93,3,343,548,3917,465,18,0,87,18,0,14038,
Emilia Romagna,2018,16597,20159,16,56,59,99,118,0,1961,46,197,118,215,42,3091,947,2581,263,9,1,252,37,0,30267,
Italia Settentrionale,2018,89091,106425,55,558,372,847,589,136,9698,183,869,624,1110,212,12269,4757,18776,2074,76,4,1008,226,0,160868,
Toscana,2018,15823,18398,8,71,54,135,55,3,1505,21,77,87,139,18,1656,1610,4089,461,47,1,113,52,0,28600,
Umbria,2018,2385,3224,1,2,8,13,7,0,251,0,18,18,39,4,137,171,250,31,5,0,21,11,0,4211,
Marche,2018,5216,6691,6,6,16,25,33,1,517,7,45,41,37,15,553,425,896,101,5,1,18,15,0,9454,
Lazio,2018,18613,23808,5,297,129,133,180,11,1613,19,77,115,100,16,512,505,5703,626,16,2,155,151,0,34173,
Italia Centrale,2018,42037,52121,20,376,207,306,275,15,3886,47,217,261,315,53,2858,2711,10938,1219,73,4,307,229,0,76438,
Abruzzo,2018,3145,4407,2,5,10,18,17,0,281,5,18,20,36,14,225,180,456,52,7,0,7,5,0,5765,
Molise,2018,478,669,0,1,0,2,2,0,37,1,5,5,4,4,12,25,50,5,1,0,1,1,0,825,
Campania,2018,9721,12493,7,41,54,52,48,1,631,15,60,39,85,12,285,503,2613,676,54,2,120,32,0,17823,
Puglia,2018,9693,14214,17,10,69,36,38,1,733,17,46,50,46,44,518,456,1174,377,39,2,75,18,0,17980,
Basilicata,2018,979,1284,0,2,4,1,5,0,96,4,15,6,4,8,19,33,91,21,3,0,9,5,0,1610,
Calabria,2018,2929,4402,0,4,16,12,15,0,268,2,10,15,25,8,61,94,336,61,11,0,17,11,0,5368,
Sicilia,2018,11019,13942,19,30,87,39,46,18,786,18,37,39,44,15,386,972,2722,600,42,3,177,76,0,20098,
Sardegna,2018,3461,4747,5,12,22,24,25,1,271,1,7,17,20,10,108,152,542,68,11,1,6,7,0,6057,
Italia Meridionale e Insulare,2018,41425,56158,50,105,262,184,196,21,3103,63,198,191,264,115,1614,2415,7984,1860,168,8,412,155,0,75526,
Totale 2018,2018,172553,214704,125,1039,841,1337,1060,172,16687,293,1284,1076,1689,380,16741,9883,37698,5153,317,16,1727,610,0,312832,
